,mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,sample,KM,NKM,KMD,AKMD
CP0109,653.8005734,653.7985732,653.801106,63.8987,62.5132,67.5839,599422.5691,589586.4928,513208.2188,35,1,653.8424193,654,0.157580726,0.157580726
CP0277,653.8030979,653.8011225,653.8041825,64.3591,61.3726,68.511,1141964.222,1091170.447,513208.2188,6,1,653.8449439,654,0.155056051,0.155056051
CP1388,654.2003553,654.2003045,654.2004131,217.231,215.389,219.078,366344.8055,366342.0388,167051.6875,157275,1,654.2422268,654,-0.242226794,0.757773206
CP1976,654.2404598,654.2404345,654.2404731,254.293,252.903,255.219,83514.8243,83512.9715,61979.83984,61979,1,654.2823339,654,-0.282333869,0.717666131
CP7852,654.4132662,654.4112768,654.4138469,669.745,668.078,670.994,1619286.733,1596400.327,815970.5,16,1,654.4551513,654,-0.455151283,0.544848717
CP0141,654.7786027,654.7781613,654.7806937,64.8168,61.3726,68.9751,244239.5544,236369.358,128264.6484,13,1,654.8205112,655,0.179488763,0.179488763
CP0278,654.8003493,654.7984051,654.8011923,64.3591,62.0773,68.9751,1070195.521,1055020.998,418346.625,50,1,654.8422592,655,0.157740758,0.157740758
CP7795,655.4199567,655.4199332,655.4199871,668.912,666.411,672.658,2108742.357,2078421.649,973665.125,11,1,655.4619063,655,-0.461906304,0.538093696
CP7796,655.4727518,655.4724343,655.4730049,667.661,665.579,669.745,17217303.49,17217299.74,8619813,8619812,1,655.5147048,656,0.485295241,0.485295241
CP0231,655.8003419,655.8002093,655.8004455,64.3591,62.0773,68.511,614354.5803,611655.7327,254443.2344,55,1,655.8423159,656,0.157684146,0.157684146
CP3305,655.9030676,655.9012226,655.9037911,432.723,429.948,435.035,270106.0468,270101.4222,98560.70313,98560,1,655.9450481,656,0.054951938,1.054951938
CP1950,656.2567308,656.2565432,656.2568867,250.589,248.737,252.44,299787.436,296177.3377,265516.8125,29,1,656.2987339,656,-0.298733941,0.701266059
CP7797,656.4763677,656.4757938,656.4765872,667.661,665.579,669.745,8594807.085,8594803.335,4216890.5,4216890,1,656.5183848,657,0.481615172,0.481615172
CP0232,656.799364,656.7970965,656.8001045,64.8168,61.3726,68.511,447011.1235,444798.3961,232605.6406,63,1,656.8414019,657,0.158598118,0.158598118
CP4320,656.929621,656.9284145,656.9310221,516.339,514.528,517.701,272157.4262,272154.7065,141302.7656,141302,1,656.9716672,657,0.028332796,1.028332796
CP4924,656.9650111,656.9642209,656.9663053,553.416,551.593,555.373,258561.7179,258558.8829,178757.0938,178756,1,657.0070595,657,-0.007059525,0.992940475
CP7605,656.9688268,656.9688144,656.9688447,663.081,661.833,663.915,750597.7473,750596.0817,753066.9375,753066,1,657.0108755,657,-0.010875543,0.989124457
CP0172,657.7986798,657.798615,657.7987539,64.8168,63.4358,65.7332,225937.0456,225935.2077,189926.3906,189925,1,657.8407816,658,0.159218437,0.159218437
CP7207,658.3714853,658.3708226,658.3725182,642.819,636.583,648.614,27177427.29,25556743.51,7960342,38,1,658.4136238,658,-0.413623797,0.586376203
CP7121,658.4720769,658.4701697,658.4727139,652.339,649.855,654.412,1808595.805,1783777.884,922240.875,16,1,658.5142218,659,0.485778161,0.485778161
CP4652,658.5768873,658.5767,658.5784545,539.998,538.245,541.724,315611.2838,315608.2397,185228.3438,185227,1,658.6190389,659,0.380961062,0.380961062
CP0233,658.8298076,658.8279445,658.8305214,64.8168,62.0773,69.4389,405475.4075,402254.1473,168519.9219,42,1,658.8719754,659,0.128024565,0.128024565
CP4471,658.9442985,658.9422092,658.9447091,525.279,523.067,528.386,842184.9108,840006.2661,467629,77,1,658.9864737,659,0.013526328,1.013526328
CP5768,659.3560204,659.3556665,659.3565386,599.87,594.312,604.112,7066780.952,7007672.741,1769116.5,54,1,659.3982219,659,-0.398221935,0.601778065
CP6945,659.3757944,659.3738625,659.3765905,643.233,632.399,654.412,9409687.785,8855585.168,2174838.5,19,1,659.4179972,659,-0.417997151,0.582002849
CP7174,659.4189941,659.4171241,659.4205351,650.269,645.302,655.651,16889433.64,16119263.85,3771555.5,17,1,659.4611996,659,-0.461199579,0.538800421
CP0356,659.8271908,659.8264016,659.8290646,65.2737,61.3726,69.9022,970344.5088,823081.4248,266797.4375,15,1,659.8694225,660,0.130577545,0.130577545
CP5669,660.3584746,660.3584274,660.3585346,599.443,594.74,601.995,1882350.506,1871417.1,515780.6563,25,1,660.4007402,660,-0.400740223,0.599259777
CP7839,660.4239956,660.4221348,660.4250963,663.497,643.233,679.819,58073101.95,51752321.95,14342314.5,28,1,660.4662654,660,-0.46626545,0.53373455
CP7535,660.4858833,660.4857992,660.4859302,658.954,655.651,660.186,3159867.256,3140492.75,1882989,22,1,660.5281571,661,0.471842866,0.471842866
CP0447,660.8273686,660.8247579,660.8283078,64.3591,62.0773,69.4389,1556832.029,1344206.847,678604.875,37,1,660.8696643,661,0.130335698,0.130335698
CP3987,660.8540063,660.8529107,660.8554621,499.828,497.576,501.599,713225.1942,713221.6182,333101.0938,333100,1,660.8963036,661,0.103696354,0.103696354
CP6380,661.3537587,661.3528345,661.35545,626.511,624.827,629.455,1074555.953,1041947.553,578258.1875,11,1,661.3960881,661,-0.396088089,0.603911911
CP6715,661.37078,661.3700355,661.3731818,636.999,631.559,639.482,5652501.433,5635730.592,1716772.5,66,1,661.4131104,661,-0.413110408,0.586889592
CP5128,661.383583,661.3834455,661.383998,567.883,565.748,570.009,882634.0161,867854.8674,333470.2813,13,1,661.4259143,661,-0.425914287,0.574085713
CP7691,661.4272697,661.4253088,661.4294023,663.915,662.248,666.411,11954774.54,11852154.93,9176768,59,1,661.4696038,661,-0.469603774,0.530396226
CP6198,661.4370925,661.4370431,661.4371472,620.616,618.079,624.408,1977317.335,1966486.691,845040.5,17,1,661.4794272,661,-0.479427192,0.520572808
CP8359,661.4422382,661.4422227,661.4422703,684.17,682.862,686.806,1000531.065,993688.9318,665077.75,20,1,661.4845732,661,-0.484573164,0.515426836
CP0494,661.7157532,661.7145557,661.7168456,64.8168,62.0773,75.4798,1936943.937,1588043.51,471114.4063,32,1,661.7581057,662,0.241894329,0.241894329
CP0511,661.8260765,661.8256192,661.8269642,64.3591,62.0773,69.4389,8181622.01,7878825.478,3003843.5,171,1,661.8684361,662,0.131563901,0.131563901
CP6682,662.3750815,662.3725617,662.3764089,636.999,636.166,638.242,899980.7665,899979.1057,1114710.5,1114710,1,662.4174762,662,-0.417476206,0.582523794
CP7420,662.4028023,662.4007094,662.404141,656.892,653.583,659.365,6810454.82,6535760.248,2146213.25,19,1,662.4451988,662,-0.445198758,0.554801242
CP7419,662.4030869,662.4023324,662.4041353,645.302,641.548,648.614,12212021.28,11856578.91,3403225.25,30,1,662.4454834,662,-0.445483417,0.554516583
CP7548,662.5017077,662.5005706,662.5032096,659.775,658.129,661.008,3520313.033,3520310.565,1886249.75,1886249,1,662.5441105,663,0.455889475,0.455889475
CP0421,662.7147136,662.7126426,662.7165268,65.2737,62.0773,70.3662,1181294.64,948824.4019,315508.2188,18,1,662.75713,663,0.242869961,0.242869961
CP1283,662.8248183,662.823239,662.8277883,65.2737,61.3726,82.4507,27702973.1,26501143.63,7732739,214,1,662.8672418,663,0.132758239,0.132758239
CP3996,662.8520207,662.8512958,662.8538835,499.828,498.023,502.043,595380.582,595377.0087,266115.9922,266115,1,662.8944459,663,0.105554066,0.105554066
CP4014,662.8822126,662.8812972,662.8827271,499.828,497.128,503.866,4121295.966,4121290.127,1552051.25,1552050,1,662.9246398,663,0.07536025,1.07536025
CP5120,662.9486627,662.9483686,662.9488362,563.618,560.227,567.455,113498210.5,113465646.6,62589112,2220,1,662.9910941,663,0.00890589,1.00890589
CP5463,662.9844504,662.9843914,662.9844825,587.457,585.327,590.89,920759.9283,917695.7407,404952.7813,46,1,663.0268841,663,-0.026884094,0.973115906
CP7544,663.4294618,663.4278886,663.4305849,660.186,658.542,664.747,3902952.097,3786612.154,2093778.75,13,1,663.471924,663,-0.471924045,0.528075955
CP1284,663.8227323,663.8218415,663.823228,64.8168,62.0773,69.4389,28149188.63,27756696.35,11530768,448,1,663.8652196,664,0.134780373,0.134780373
CP4001,663.8826497,663.8820852,663.8847607,500.275,497.128,502.491,760515.2234,760510.3073,314389.4688,314388,1,663.9251409,664,0.074859053,1.074859053
CP2543,663.9423713,663.9411523,663.9437367,306.663,304.811,308.054,120576.9135,120574.1337,49956.10547,49955,1,663.9848664,664,0.015133639,1.015133639
CP5061,663.9525955,663.9513105,663.9546649,563.618,561.504,567.027,14275228,14275222.91,7876690.5,7876690,1,663.9950912,664,0.004908806,1.004908806
CP3380,663.9898931,663.9892129,663.9903329,446.619,443.839,449.398,362579.6758,362574.5801,142410.2188,142409,1,664.0323912,664,-0.032391217,0.967608783
CP3217,663.98997,663.9895603,663.9904643,409.087,404.915,411.867,428425.1098,425088.4423,124604.7734,28,1,664.032468,664,-0.032468041,0.967531959
CP6597,664.2544859,664.2544496,664.254546,634.077,632.399,635.748,2020139.929,2009522.982,1408034.25,50,1,664.2970009,664,-0.297000934,0.702999066
CP6010,664.3459914,664.3444376,664.3473188,614.69,601.147,634.913,12347035.7,11056247.54,2285401.375,21,1,664.3885122,664,-0.388512249,0.611487751
CP6646,664.3826739,664.3803931,664.383189,625.668,621.883,630.298,15737520.23,14950087.63,4071207.25,26,1,664.4251971,664,-0.425197074,0.574802926
CP1349,664.8201071,664.8196611,664.8207518,64.8168,62.0773,69.4389,23062636.45,22659325.27,10757358.5,395,1,664.8626583,665,0.13734169,0.13734169
CP2544,664.9397962,664.9385134,664.9411318,306.2,304.811,308.054,125525.6935,125522.9137,60526.51563,60526,1,664.9823551,665,0.017644905,1.017644905
CP5021,664.9555158,664.9540012,664.9566874,563.618,561.927,564.899,870898.7264,870896.179,663888.4375,663887,1,664.9980757,665,0.001924325,1.001924325
CP0861,665.0054645,665.00543,665.0054796,186.171,185.255,187.557,95916.47993,95914.63833,76722.97656,76722,1,665.0480276,665,-0.048027611,0.951972389
CP5067,665.3297932,665.327429,665.3305094,565.324,561.927,569.163,1656451.193,1647696.826,552450.75,42,1,665.372377,665,-0.372377044,0.627622956
CP6506,665.3865182,665.3839645,665.3871395,626.089,623.568,629.455,4854138.176,4679834.032,1820756.75,21,1,665.4291056,665,-0.42910564,0.57089436
CP6764,665.4033064,665.4019434,665.4045798,640.309,636.583,642.819,2173110.068,2098379.635,1027563.063,13,1,665.445895,665,-0.445894986,0.554105014
CP0492,665.8187718,665.8182065,665.8210349,63.8987,61.3726,70.8312,12169149.25,11894816.03,4246631,284,1,665.8613869,666,0.138613112,0.138613112
CP3310,665.8739337,665.8736297,665.8762509,433.185,430.411,435.962,323325.6818,323320.5934,86552.375,86551,1,665.9165523,666,0.083447672,1.083447672
CP6070,666.0593264,666.059111,666.0595259,617.233,614.69,621.039,2942581.069,2934442.958,973239.75,55,1,666.101957,666,-0.101956956,0.898043044
CP7692,666.3764508,666.3740446,666.3768189,665.163,661.833,666.411,1082511.09,1062067.023,657363.6875,14,1,666.4191016,666,-0.419101644,0.580898356
CP7245,666.3767949,666.3767697,666.3768206,655.651,654.412,657.304,1291004.771,1279874.233,841830.0625,14,1,666.4194457,666,-0.419445749,0.580554251
CP0411,666.8176682,666.8171811,666.8185582,64.8168,61.3726,69.4389,8539536.81,8346496.367,2820541.5,148,1,666.8603473,667,0.139652705,0.139652705
CP8180,666.9732188,666.9709382,666.9736488,676.418,674.326,682.427,2920763.013,2920755.339,715758.3125,715757,1,667.0159079,667,-0.015907865,0.984092135
CP4935,667.0000263,666.9989407,667.0015826,552.493,549.99,556.848,2814159.217,2620378.392,1659098.688,22,1,667.0427171,667,-0.04271708,0.95728292
CP6052,667.0614737,667.0614119,667.0615178,617.656,615.114,620.194,1043705.123,1039181.048,468002.5313,32,1,667.1041683,667,-0.104168336,0.895831664
CP4683,667.3243639,667.3226471,667.3253858,542.596,541.29,543.898,262090.0635,262087.8902,140020.3906,140019,1,667.3670753,667,-0.367075348,0.632924652
CP5581,667.4049653,667.4029748,667.4056032,596.023,594.74,596.88,289040.4475,289038.7355,224334.8281,224334,1,667.447682,667,-0.447681973,0.552318027
CP0424,667.8174261,667.8145313,667.8198346,64.8168,61.3726,69.4389,3391157.983,3360993.981,1097589.125,134,1,667.8601692,668,0.139830813,0.139830813
CP0389,668.7929957,668.7920442,668.7947483,64.8168,62.0773,69.9022,830601.056,748113.0878,257297.7969,18,1,668.8358012,669,0.164198789,0.164198789
CP0374,668.8174297,668.8153808,668.8188934,65.2737,62.0773,72.6898,2090967.431,2042448.633,688089.9375,56,1,668.8602367,669,0.139763271,0.139763271
CP5464,668.955778,668.9555364,668.9570724,585.75,580.242,590.461,30246247.14,30207012.68,15402958,456,1,668.9985939,669,0.001406094,1.001406094
CP8113,668.9695887,668.9685667,668.9713063,678.533,675.999,682.427,1826042.229,1826036.658,435645.0938,435644,1,669.0124055,669,-0.01240553,0.98759447
CP0316,669.8157949,669.8148707,669.8171448,64.8168,61.3726,68.0467,2081881.29,2073510.35,784091.3125,150,1,669.8586658,670,0.14133415,0.14133415
CP5450,669.9594711,669.9588268,669.9615634,585.327,583.656,587.885,3684646.113,3684642.307,2194464.5,2194464,1,670.0023513,670,-0.002351265,0.997648735
CP1389,670.1730631,670.1701312,670.1754251,217.231,215.389,219.078,626381.3672,626378.1393,282352.8125,282352,1,670.2159569,670,-0.215956926,0.784043074
CP7748,670.4474198,670.4461635,670.4487844,667.661,666.411,668.495,854051.6596,854049.9924,565118,565117,1,670.4903311,670,-0.490331142,0.509668858
CP0341,670.8146914,670.8135651,670.8162612,65.2737,62.5132,68.511,1059075.978,1055374.234,522388.6563,138,1,670.8576263,671,0.142373706,0.142373706
CP5733,671.1057753,671.1057227,671.10584,604.112,601.572,604.536,460845.1282,458363.1983,287456.7188,22,1,671.1487288,671,-0.14872878,0.85127122
CP6974,671.4555604,671.4529931,671.4562504,640.722,635.331,646.543,22899393.68,19647880.29,6477824,15,1,671.4985363,671,-0.498536324,0.501463676
CP0279,671.8136217,671.8133543,671.8160923,65.2737,63.4358,67.5839,765957.2441,764639.5679,420508.0938,146,1,671.8566206,672,0.143379431,0.143379431
CP6891,672.3516146,672.3497121,672.3527267,639.896,636.166,643.646,9869123.739,9429033.142,3019314.25,23,1,672.3946479,672,-0.394647859,0.605352141
CP7421,672.3872891,672.3861601,672.3886675,649.442,641.961,653.583,143891341.2,142157143.2,28379629,93,1,672.4303247,672,-0.430324673,0.569675327
CP6843,672.4595315,672.456833,672.4605189,640.309,638.242,644.474,8740492.617,8499831.128,3190272.5,25,1,672.5025716,673,0.497428376,0.497428376
CP0234,672.812746,672.8120687,672.8129944,65.2737,63.8987,67.5839,481058.6754,481055.9115,267266.9688,267266,1,672.8558087,673,0.144191269,0.144191269
CP1935,673.2689344,673.2689106,673.2689472,250.126,249.2,251.515,118219.9151,117732.4819,73048.23438,25,1,673.3120264,673,-0.312026367,0.687973633
CP6791,673.3547325,673.352753,673.3554291,639.896,634.913,645.716,3141125.427,3015062.354,1051862.75,11,1,673.39783,673,-0.397829978,0.602170022
CP4891,673.3577875,673.3571861,673.3580959,548.236,546.934,552.031,270095.746,261283.4311,213903.6875,14,1,673.4008851,673,-0.400885134,0.599114866
CP7295,673.3914827,673.3895971,673.3923059,649.442,641.961,653.583,56292942.31,55376620.2,19235696,120,1,673.4345825,673,-0.434582504,0.565417496
CP8797,673.3973163,673.3971599,673.3974524,689.008,685.925,690.759,2475737.103,2475733.236,1042879.75,1042879,1,673.4404165,673,-0.440416513,0.559583487
CP7487,673.4341498,673.4339118,673.4358451,655.651,645.302,662.665,12225074.05,11921819.44,1731336.375,19,1,673.4772523,673,-0.477252316,0.522747684
CP6854,673.4515494,673.4499804,673.4550388,640.722,636.583,644.474,5224909.342,5191684.116,1850479,44,1,673.4946531,673,-0.494653099,0.505346901
CP6310,673.4654671,673.4654028,673.4655486,622.727,621.461,623.988,1931632.614,1931630.508,1465813.125,1465812,1,673.5085716,674,0.491428355,0.491428355
CP5847,674.3745806,674.3739708,674.3766895,608.777,607.933,610.041,433343.3123,431332.8781,302268.4063,23,1,674.4177433,674,-0.417743327,0.582256673
CP8798,674.3948543,674.3941063,674.3956795,688.569,684.607,690.759,2849744.317,2839113.992,1441011.125,57,1,674.4380183,674,-0.438018319,0.561981681
CP6803,674.4555103,674.4554626,674.455552,640.309,638.655,641.961,1702281.974,1702279.081,879282.125,879281,1,674.4986782,674,-0.498678214,0.501321786
CP4321,674.8525503,674.852511,674.8525937,516.339,514.978,517.701,220348.6914,220346.4222,123088.5078,123088,1,674.8957437,675,0.104256333,0.104256333
CP0280,674.8716492,674.8709417,674.873662,66.6573,65.2737,67.5839,106142.5036,106140.6554,66345.27344,66344,1,674.9148437,675,0.085156277,1.085156277
CP4002,674.9837003,674.9815309,674.9849953,499.828,497.128,502.491,1100667.917,1100663.001,414143.1875,414142,1,675.026902,675,-0.026901985,0.973098015
CP6434,675.3705641,675.3685816,675.3712559,627.774,626.511,631.559,1159349.498,1118795.878,587099.5,10,1,675.4137906,675,-0.413790586,0.586209414
CP6892,675.3870037,675.3856062,675.3896281,643.646,637.828,646.13,19852143.94,19804931.96,7077380.5,209,1,675.4302312,675,-0.430231188,0.569768812
CP8561,675.3958194,675.3949484,675.397582,688.569,687.249,690.759,800775.6308,800773.1237,427225.8125,427225,1,675.4390475,675,-0.439047498,0.560952502
CP6516,676.255061,676.2545632,676.2571679,630.718,629.034,632.399,1246625.53,1246622.585,809548.8125,809548,1,676.2983441,676,-0.298344114,0.701655886
CP6018,676.2915264,676.2914522,676.2916384,615.114,612.999,617.233,1080205.145,1080201.334,460577.6875,460577,1,676.3348118,676,-0.334811782,0.665188218
CP6392,676.345502,676.3442742,676.3470546,624.827,621.039,627.774,3350307.65,3259443.728,1583856.375,25,1,676.3887909,676,-0.38879089,0.61120911
CP6870,676.3898758,676.3890897,676.3908277,643.646,639.896,645.302,4588933.495,4549690.572,2509179.75,17,1,676.4331675,676,-0.4331675,0.5668325
CP7488,676.4181831,676.4167997,676.4187925,647.373,641.548,653.169,18699591.73,17331085.8,3045448.25,10,1,676.4614767,676,-0.461476683,0.538523317
CP0142,676.8415768,676.8407395,676.8440216,62.9753,61.3726,65.2737,1075148.318,1075144.905,1105195.25,1105194,1,676.8848974,677,0.115102588,0.115102588
CP3988,676.9493618,676.9493057,676.9494295,499.828,498.023,501.599,404438.7379,404435.6089,160876.0313,160875,1,676.9926893,677,0.007310665,1.007310665
CP3205,676.9705744,676.9701431,676.9710357,403.988,400.282,408.624,713079.6933,713072.2782,182054.8906,182054,1,677.0139033,677,-0.013903271,0.986096729
CP2914,677.0682845,677.0682504,677.0683078,353.928,352.541,354.854,87760.44051,87758.59011,51586.16406,51585,1,677.1116197,677,-0.111619651,0.888380349
CP7798,677.4545025,677.4538851,677.4570539,667.661,665.579,669.745,5897104.437,5897100.688,2684105.25,2684104,1,677.4978624,677,-0.497862378,0.502137622
CP8114,677.5462998,677.544364,677.5471171,678.96,675.999,681.553,1135939.34,1135934.64,311418.6563,311418,1,677.5896655,678,0.410334457,0.410334457
CP8001,677.5470951,677.547082,677.5471129,677.26,675.999,681.118,632137.3449,626856.9374,284132,12,1,677.5904608,678,0.409539156,0.409539156
CP0173,677.838729,677.8381816,677.8414542,62.9753,61.3726,65.7332,1316315.786,1316311.91,1163520.125,1163519,1,677.8821134,678,0.117886552,0.117886552
CP4116,677.9297514,677.9283931,677.9310743,508.466,507.089,509.805,207304.0754,207301.8121,129342.2109,129341,1,677.9731417,678,0.026858292,1.026858292
CP3247,678.0047104,678.002633,678.0052882,418.357,414.182,420.676,185369.582,181223.618,137485.6406,25,1,678.0481055,678,-0.048105516,0.951894484
CP0862,678.0090764,678.0079416,678.010609,186.171,185.255,187.557,144100.7812,144098.9396,99823.95313,99823,1,678.0524718,678,-0.052471783,0.947528217
CP2942,678.0663264,678.0656141,678.0674171,353.928,350.225,356.708,611460.8074,611454.7875,225651.7578,225651,1,678.1097255,678,-0.10972547,0.89027453
CP6987,678.3073485,678.3069121,678.3083264,646.13,641.961,649.028,5011018.254,4990749.129,2213232,49,1,678.350763,678,-0.350762996,0.649237004
CP6683,678.3604866,678.3598303,678.3631951,634.077,629.877,638.655,7966527.254,6810992.234,2359912.5,13,1,678.4039045,678,-0.403904481,0.596095519
CP6199,678.3607144,678.360188,678.3628481,615.962,611.728,620.194,32453317.35,31220593.65,10164763,66,1,678.4041323,678,-0.404132258,0.595867742
CP5205,678.3611433,678.3604224,678.3630703,574.273,572.989,575.128,421603.8584,421602.1472,299849.1563,299848,1,678.4045612,678,-0.404561157,0.595438843
CP7799,678.3975949,678.397558,678.3976137,668.078,666.411,669.745,2375343.659,2375340.741,1113339,1113338,1,678.4410151,678,-0.441015096,0.558984904
CP5242,678.4333821,678.4320591,678.4347519,575.556,574.7,576.842,226850.324,226848.6104,138957.4688,138956,1,678.4768047,678,-0.476804651,0.523195349
CP7224,678.435394,678.4346636,678.43731,655.238,653.583,658.542,1468548.652,1440085.939,1085387.875,14,1,678.4788167,678,-0.478816665,0.521183335
CP7762,678.4579819,678.4558421,678.4586125,667.661,665.995,668.912,2576809.876,2576807.375,1428544.25,1428543,1,678.501406,679,0.498593984,0.498593984
CP0198,678.8352468,678.8348664,678.8359248,63.4358,62.0773,66.1949,1009588.411,1009584.751,750935.5625,750935,1,678.8786951,679,0.12130494,0.12130494
CP2943,679.0633126,679.0624809,679.063739,353.928,351.151,356.708,520863.9485,520858.8545,211963.4531,211962,1,679.1067754,679,-0.106775394,0.893224606
CP6946,679.3099271,679.3080732,679.310714,646.543,645.302,647.787,1356533.181,1356531.111,825590.375,825589,1,679.3534058,679,-0.353405758,0.646594242
CP6071,679.3649773,679.3636756,679.3664199,615.962,612.152,620.194,14931976.85,14417341.4,6826485.5,48,1,679.4084595,679,-0.408459488,0.591540512
CP6837,679.4675352,679.4675079,679.4675774,642.819,641.548,643.646,1309020.718,1309019.039,934375.8125,934375,1,679.5110239,680,0.488976139,0.488976139
CP7655,679.4780679,679.4780179,679.4781283,663.497,661.833,665.163,1008699.523,1008696.609,438389.8438,438389,1,679.5215573,680,0.478442743,0.478442743
CP3080,679.5366908,679.5366521,679.536714,377.102,374.783,380.814,268512.6079,267188.9754,75679.96875,24,1,679.580184,680,0.419816042,0.419816042
CP8408,679.5617939,679.5605756,679.5634473,678.96,672.658,685.925,12588548.5,12197745.33,2049677.688,18,1,679.6052886,680,0.394711356,0.394711356
CP3046,680.0010398,679.9995166,680.0022318,372.93,371.076,374.783,181150.2939,181147.0503,79354.01563,79353,1,680.0445626,680,-0.044562642,0.955437358
CP2931,680.0634258,680.0633883,680.063454,353.928,351.614,356.708,210031.2675,210027.5628,111598.4063,111597,1,680.1069527,680,-0.106952684,0.893047316
CP6147,680.3402799,680.3402261,680.3403331,621.039,619.772,621.883,579549.243,579547.5542,394961.4688,394960,1,680.3838244,680,-0.383824415,0.616175585
CP6053,680.3665642,680.3643697,680.3695776,615.962,613.422,618.502,2035352.582,2035347.925,985282.25,985281,1,680.4101105,680,-0.410110479,0.589889521
CP5976,680.3935902,680.3934899,680.393669,614.267,613.422,615.537,296217.594,296215.902,232880.8906,232880,1,680.4371382,680,-0.437138164,0.562861836
CP0050,680.8334013,680.8332278,680.8353282,62.9753,61.3726,64.3591,269974.2375,269971.7488,245462.9531,245462,1,680.8769774,681,0.123022552,0.123022552
CP3715,680.8573858,680.8572816,680.8574744,476.525,473.04,478.648,1395896.123,1395891.378,591426.1875,591425,1,680.9009634,681,0.099036561,1.099036561
CP5500,680.8846109,680.8837918,680.8865469,590.032,588.745,591.318,1001456.681,1001454.537,622341.3125,622340,1,680.9281903,681,0.071809677,1.071809677
CP4994,680.955978,680.9558983,680.9561173,561.927,560.227,565.324,2469470.404,2445140.527,1334848.25,47,1,680.999562,681,0.000437981,1.000437981
CP8115,681.0128805,681.011865,681.0146843,677.684,675.162,682.862,2408949.599,2371906.239,572994.5625,12,1,681.0564681,681,-0.056468092,0.943531908
CP1048,681.0386588,681.038638,681.038681,199.622,198.232,200.548,80334.6279,80332.7751,51879.91016,51879,1,681.0822481,681,-0.082248102,0.917751898
CP5137,681.3611254,681.3588605,681.3615519,569.163,567.455,570.435,655940.7577,655938.2034,353155.4375,353154,1,681.4047353,681,-0.404735321,0.595264679
CP5936,681.3615508,681.3610719,681.3621042,611.728,608.355,613.845,4703498.39,4690118.607,1758638.125,78,1,681.4051607,681,-0.405160745,0.594839255
CP5937,681.39884,681.398825,681.3988585,612.576,611.728,613.845,379267.3906,379265.697,321012.5313,321012,1,681.4424523,681,-0.442452297,0.557547703
CP6909,681.4174842,681.4174401,681.4175458,644.888,643.233,646.543,1613094.689,1599081.53,777258.9375,14,1,681.4610977,681,-0.461097664,0.538902336
CP8799,682.3374935,682.3368364,682.3395957,687.689,684.17,690.759,2691996.729,2691991.081,793952.875,793952,1,682.3811659,682,-0.381165913,0.618834087
CP5938,682.3648172,682.363559,682.3662677,611.728,609.198,613.845,1989907.626,1989903.824,1532379.563,1532379,1,682.4084913,682,-0.408491338,0.591508662
CP3084,682.5111677,682.5107436,682.51347,377.565,374.32,380.35,366106.7753,366101.2091,95757.25781,95756,1,682.5548512,683,0.445148828,0.445148828
CP3061,682.9756489,682.9739373,682.9777028,373.393,369.222,376.638,589333.2251,587343.9709,177549.875,52,1,683.0193622,683,-0.019362153,0.980637847
CP8116,683.0110798,683.0088227,683.0114943,679.388,677.684,681.553,748978.7462,748975.3071,294728.5,294728,1,683.0547953,683,-0.054795295,0.945204705
CP8800,683.3411607,683.3410959,683.3412309,688.569,685.925,690.759,1085387.643,1073481.759,412151.7188,11,1,683.3848973,683,-0.384897334,0.615102666
CP7579,684.3877703,684.3877609,684.3877848,662.248,661.419,663.497,468089.202,468087.5396,350027.375,350026,1,684.4315739,684,-0.431573887,0.568426113
CP7668,684.4866822,684.4846076,684.4872708,664.331,662.248,665.579,926822.5536,926820.0554,467398.3438,467397,1,684.5304921,685,0.469507875,0.469507875
CP6332,685.121964,685.1214389,685.1221749,622.727,619.772,624.827,2495768.554,2455368.793,1161355.875,28,1,685.1658146,685,-0.165814601,0.834185399
CP5614,685.1220884,685.1220431,685.1221195,598.162,596.88,599.443,328396.8997,328394.7638,220364.25,220363,1,685.165939,685,-0.165939022,0.834060978
CP5393,685.3563256,685.3562497,685.3563822,582.823,581.52,584.073,559999.5261,559997.3986,316375.6563,316375,1,685.4001912,685,-0.400191165,0.599808835
CP3386,685.8952092,685.8951905,685.8952329,450.788,448.935,452.643,95337.02169,94617.03324,49701.05469,14,1,685.9391093,686,0.060890705,1.060890705
CP0841,686.2165053,686.2156623,686.217301,186.171,184.792,187.094,225075.935,225074.0934,218186.0938,218185,1,686.260426,686,-0.260426,0.739574
CP7422,686.402504,686.4020964,686.4037012,651.512,644.474,655.651,108125989.2,104870480,21717621,55,1,686.4464366,686,-0.446436589,0.553563411
CP7138,686.4319399,686.4319047,686.4319809,652.753,649.855,653.998,904072.0859,889970.5462,621774.4375,13,1,686.4758744,686,-0.475874388,0.524125612
CP6034,686.9858162,686.9828927,686.9868042,612.576,599.017,619.349,7143030.569,6352964.079,2025265,16,1,687.0297861,687,-0.029786104,0.970213896
CP5302,687.0054805,687.0043551,687.007201,561.079,556.848,564.472,13053440.39,11820568.24,4565067.5,27,1,687.0494517,687,-0.049451705,0.950548295
CP7423,687.4069021,687.4048284,687.4077434,651.512,644.474,655.651,39882665.86,39052851.07,12832830.5,73,1,687.4508989,687,-0.450898911,0.549101089
CP7869,687.4237209,687.423681,687.4237812,670.578,668.495,671.826,3437261.32,3437258.406,1665818.625,1665818,1,687.4677189,687,-0.467718871,0.532281129
