,mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,sample,KM,NKM,KMD,AKMD
CP0159,376.9165301,376.9161637,376.9172325,64.8168,61.3726,65.7332,185910.1791,185824.6037,123557.1094,434,1,376.9406543,377,0.059345716,1.059345716
CP3083,376.9207294,376.9204365,376.921678,371.539,353.466,385.451,9677355.393,9016783.942,1372663.5,25,1,376.9448538,377,0.05514615,1.05514615
CP2984,376.9207869,376.9204559,376.9211155,359.023,354.391,366.439,3629646.711,3453574.782,1325154.125,27,1,376.9449114,377,0.055088647,1.055088647
CP2571,376.9469373,376.9469333,376.9469409,310.835,308.054,312.688,108789.9308,106459.1667,58527.21484,11,1,376.9710635,377,0.028936526,1.028936526
CP2230,376.983082,376.9827686,376.9842671,273.752,271.433,275.605,308982.1624,308978.454,152026.4219,152025,1,377.0072105,377,-0.007210488,0.992789512
CP2059,377.0128348,377.0128275,377.0128551,259.386,257.533,260.777,161520.6626,161517.882,101051.8359,101051,1,377.0369652,377,-0.036965208,0.963034792
CP4326,377.1053637,377.1050972,377.1062209,515.885,514.081,518.15,394225.2663,394221.6494,211364.8438,211364,1,377.1295,377,-0.129499994,0.870500006
CP2692,377.1062489,377.1062387,377.1062706,324.275,322.885,325.203,78710.02792,78708.17352,52323.58984,52323,1,377.1303853,377,-0.130385288,0.869614712
CP5070,377.1425141,377.1424866,377.1425465,566.174,564.472,567.883,499122.6162,499119.6315,270560,270559,1,377.1666528,377,-0.166652789,0.833347211
CP2960,377.1996243,377.1995919,377.1996974,328.452,323.812,333.085,23253770.54,23033212.21,6743843.5,291,1,377.2237667,377,-0.223766654,0.776233346
CP2961,377.1996713,377.19959,377.2001932,350.688,338.178,360.413,19014072.25,18510396.51,3576107,154,1,377.2238137,377,-0.223813652,0.776186348
CP2962,377.199691,377.1995844,377.2002063,313.615,306.663,322.885,21159468.13,20781502.11,2761781,118,1,377.2238334,377,-0.223833356,0.776166644
CP2963,377.1997034,377.1995923,377.2002333,318.71,316.392,323.812,9000817.729,8822232.001,2277278,98,1,377.2238457,377,-0.223845719,0.776154281
CP4443,377.1997254,377.1994845,377.2000827,523.96,517.248,529.766,1354590.272,1253144.383,491572.7188,14,1,377.2238677,377,-0.223867695,0.776132305
CP3962,377.1997453,377.1996408,377.1999785,489.875,487.664,493.098,554122.1664,548021.5025,155295.3125,24,1,377.2238876,377,-0.223887596,0.776112404
CP3961,377.1997488,377.1996638,377.1999856,497.128,493.098,498.926,880092.3724,873549.371,313068.9688,49,1,377.2238911,377,-0.22389114,0.77610886
CP3099,377.1998613,377.1995494,377.200801,378.492,362.266,389.624,2761877.56,2450706.795,632363.125,34,1,377.2240036,377,-0.224003587,0.775996413
CP2964,377.2000948,377.1996834,377.2005489,343.274,339.569,346.517,3638611.459,3470730.115,1305702.875,55,1,377.2242371,377,-0.224237142,0.775762858
CP2222,377.2094989,377.2090508,377.2095919,272.823,268.193,275.142,355376.5126,353885.289,134185.0469,38,1,377.2336418,377,-0.233641842,0.766358158
CP3618,377.2191006,377.2184401,377.2195238,474.4,472.578,475.258,439431.1639,439428.9306,374868.375,374867,1,377.2432442,377,-0.243244205,0.756755795
CP2069,377.2193844,377.2189914,377.2196722,257.07,251.515,261.24,6167628.555,5998298.473,2755354.75,62,1,377.243528,377,-0.243527966,0.756472034
CP4295,377.219446,377.2194186,377.2194907,515.431,514.528,516.794,116621.6444,116619.8316,78048.01563,78047,1,377.2435896,377,-0.243589616,0.756410384
CP1890,377.2194713,377.2193786,377.2196186,245.032,242.253,249.664,2281319.95,2119130.835,1027325.5,12,1,377.2436149,377,-0.243614876,0.756385124
CP5406,377.2195257,377.2195136,377.2195475,584.073,583.24,585.327,397656.4713,397654.8017,299958.1563,299957,1,377.2436693,377,-0.243669276,0.756330724
CP2453,377.2196771,377.2192269,377.2199679,293.215,290.895,296.461,1281814.17,1222815.316,822086.5313,26,1,377.2438207,377,-0.243820677,0.756179323
CP5959,377.2302776,377.2296192,377.231629,609.619,596.023,617.656,13415580.77,12420609.63,1602967,15,1,377.2544219,377,-0.254421867,0.745578133
CP4984,377.2304113,377.2300511,377.2310403,561.079,557.929,563.192,2824048.685,2765679.631,1052359.875,23,1,377.2545556,377,-0.254555552,0.745444448
CP6486,377.2325198,377.2316086,377.2327124,628.614,625.668,631.559,10572448.62,10488623.68,4985741.5,70,1,377.2566642,377,-0.256664221,0.743335779
CP7997,377.2359279,377.2348872,377.2361785,672.658,666.411,681.118,16525656.37,16467682.19,3160913.75,86,1,377.2600725,377,-0.260072522,0.739927478
CP6546,377.2360909,377.2359595,377.2362799,632.819,631.559,633.657,1203781.589,1203779.911,961279.75,961279,1,377.2602356,377,-0.260235574,0.739764426
CP5275,377.2557581,377.2557004,377.2558416,575.984,573.417,578.543,3897783.405,3749892.051,1840907.875,13,1,377.279904,377,-0.279904035,0.720095965
CP5144,377.2558047,377.2547076,377.2562914,568.738,562.348,571.286,3985050.893,3931778.928,984130.9375,22,1,377.2799506,377,-0.279950572,0.720049428
CP6547,377.2601726,377.2601531,377.2602221,631.979,629.877,633.657,1171423.391,1171420.451,532462.5625,532462,1,377.2843188,377,-0.284318829,0.715681171
CP7254,377.2688549,377.268202,377.2700266,655.238,649.855,656.892,11241221.99,10910881.42,5633586.25,47,1,377.2930017,377,-0.293001658,0.706998342
CP7407,377.2724095,377.2722459,377.2728648,657.716,656.479,661.419,5555996.182,5544374.051,3195647,72,1,377.2965564,377,-0.296556448,0.703443552
CP5608,377.2885768,377.2876382,377.2887801,597.734,596.452,599.443,467528.6445,467526.0808,224518.0469,224517,1,377.3127248,377,-0.312724775,0.687275225
CP5928,377.2887468,377.2887313,377.2887818,612.576,611.306,613.845,580309.2579,580307.1421,353084.6875,353084,1,377.3128948,377,-0.312894796,0.687105204
CP0303,377.9151065,377.9144749,377.9156722,64.8168,62.5132,68.9751,1437472.676,1405276.944,1003572.188,61,1,377.9392947,378,0.060705345,1.060705345
CP0304,377.9153925,377.9149869,377.9165093,65.2737,61.3726,70.8312,1301740.937,1282742.549,636367.9375,82,1,377.9395806,378,0.060419398,1.060419398
CP3049,377.9243124,377.9240322,377.9245244,372.003,368.758,375.71,746292.4422,740068.1768,192424.0938,35,1,377.9485011,378,0.051498876,1.051498876
CP2047,378.0110161,378.0102103,378.0113169,258.923,257.07,260.314,88249.5298,88247.21266,48780.36328,48779,1,378.0352104,378,-0.03521038,0.96478962
CP1722,378.0676073,378.0675749,378.0676502,235.302,233.911,237.157,234197.2317,234194.4494,165911.3438,165910,1,378.0918052,378,-0.091805222,0.908194778
CP0580,378.0760717,378.0753054,378.0764061,146.23,144.838,148.088,113047.6527,113044.867,58300.75,58300,1,378.1002702,378,-0.100270155,0.899729845
CP1015,378.1557193,378.1547576,378.1558691,196.377,194.985,198.232,89668.21794,89665.4348,41541.72656,41541,1,378.1799229,378,-0.179922864,0.820077136
CP4705,378.1558766,378.1558521,378.1558944,544.329,543.031,545.192,319064.7584,319063.0296,253739.2031,253738,1,378.1800801,378,-0.180080096,0.819919904
CP4573,378.1934439,378.1933979,378.1935196,535.152,533.844,536.476,268425.3065,268423.1132,173684.9531,173684,1,378.2176499,378,-0.217649865,0.782350135
CP3950,378.2033185,378.2033121,378.2033234,496.679,495.322,498.023,106420.0243,106417.7734,60001.22656,60000,1,378.2275251,378,-0.227525069,0.772474931
CP4432,378.2033238,378.2033111,378.2033428,523.96,523.067,525.279,126181.8775,126180.1079,81982.36719,81981,1,378.2275304,378,-0.227530364,0.772469636
CP2677,378.203392,378.2032904,378.2035882,313.151,308.518,316.392,2267669.874,2136611.001,554506,12,1,378.2275986,378,-0.227598552,0.772401448
CP2937,378.2034042,378.2031394,378.2035854,351.151,344.663,356.708,2970807.461,2888592.979,620386.0625,32,1,378.2276107,378,-0.227610718,0.772389282
CP2754,378.2034479,378.2032391,378.2038062,328.452,323.812,333.085,5011684.283,4526714.891,2348995.563,26,1,378.2276544,378,-0.22765444,0.77234556
CP6645,378.2099608,378.2097458,378.2103211,633.657,630.298,636.999,5095103.707,5095097.425,1474734.625,1474734,1,378.2341678,378,-0.234167808,0.765832192
CP2035,378.2112689,378.2109933,378.212146,257.07,249.664,265.875,1156996.917,1103577.147,319245.5938,16,1,378.2354759,378,-0.23547595,0.76452405
CP4619,378.2308358,378.2307066,378.2311273,537.361,534.715,539.564,1600319.871,1593732.455,826950.375,87,1,378.2550442,378,-0.255044155,0.744955845
CP2252,378.2309267,378.2309146,378.2309378,276.068,274.678,277.457,115214.2625,112717.516,71452.24219,12,1,378.255135,378,-0.255135008,0.744864992
CP2334,378.230929,378.2309089,378.2309387,284.875,283.483,285.801,111614.1502,110487.1291,94338.49219,20,1,378.2551373,378,-0.255137335,0.744862665
CP1758,378.2315902,378.2309164,378.2320693,238.546,237.157,239.472,78912.61133,78910.75933,68138.05469,68137,1,378.2557985,378,-0.255798539,0.744201461
CP6455,378.2362111,378.2353279,378.2364209,628.614,626.511,630.298,2353399.013,2353395.647,999877.5,999876,1,378.2604198,378,-0.260419814,0.739580186
CP5254,378.2477057,378.2474348,378.2485261,575.984,574.7,577.693,634804.4971,620657.5545,325968.5,10,1,378.2719151,378,-0.271915131,0.728084869
CP7255,378.2727996,378.2717548,378.2728911,655.651,653.583,656.892,1737200.208,1737197.313,893757.375,893756,1,378.2970106,378,-0.297010636,0.702989364
CP7326,378.2759254,378.2750809,378.2762227,657.304,656.479,658.542,955401.9127,955400.2623,783655,783654,1,378.3001366,378,-0.300136642,0.699863358
CP8394,378.3004498,378.3002274,378.3006179,672.242,665.163,675.999,29064312.38,28464277.33,4349749.5,31,1,378.3246626,378,-0.324662591,0.675337409
CP8395,378.3004871,378.3003021,378.3010093,679.388,675.999,686.366,21067701.24,20514898.35,4570919.75,32,1,378.3246999,378,-0.324699857,0.675300143
CP6551,378.3005969,378.3003088,378.3010763,630.718,624.408,635.748,6247549.363,5858137.591,3181251.25,28,1,378.3248097,378,-0.324809676,0.675190324
CP0036,378.7580821,378.7580555,378.7581182,62.9753,62.0773,64.3591,109160.9002,109159.0748,78057.24219,78056,1,378.7823242,379,0.21767585,0.21767585
CP0220,378.9166059,378.9162982,378.9174853,64.8168,63.4358,66.6573,247960.0253,247957.264,183099.7656,183099,1,378.9408581,379,0.059141902,1.059141902
CP3063,378.9179535,378.9173268,378.918602,371.539,352.541,385.451,10193003.6,9530767.033,2370175.75,45,1,378.9422058,379,0.057794156,1.057794156
CP2757,378.9367989,378.9362719,378.9373812,332.159,330.767,333.548,91978.17751,91975.86001,54968.94141,54968,1,378.9610524,379,0.038947618,1.038947618
CP0766,379.0701865,379.0699195,379.0702713,177.826,173.178,182.468,620224.8997,610850.0555,221058.9688,33,1,379.0944485,379,-0.094448495,0.905551505
CP2263,379.0757014,379.074713,379.0758132,276.53,274.215,278.384,200677.1365,200673.4308,103352.9141,103352,1,379.0999637,379,-0.099963748,0.900036252
CP2871,379.0999744,379.0990626,379.1001718,347.908,346.517,349.299,66596.32017,66594.00184,46594.15234,46593,1,379.1242383,379,-0.124238314,0.875761686
CP1666,379.1423713,379.1422529,379.1426616,230.665,228.813,233.448,362870.3832,359278.3217,176642.3281,36,1,379.166638,379,-0.166637977,0.833362023
CP1124,379.1428113,379.1422649,379.1433926,201.011,197.768,205.646,704080.6225,668212.5988,327942.0156,25,1,379.167078,379,-0.167078011,0.832921989
CP7958,379.1466437,379.145612,379.1467533,671.409,666.828,676.838,9095376.499,8987180.566,1979060.875,30,1,379.1709106,379,-0.170910628,0.829089372
CP5201,379.1577925,379.1577388,379.1578325,570.861,564.045,577.693,2678171.497,2590641.842,405958.2188,14,1,379.1820601,379,-0.182060113,0.817939887
CP2778,379.1788572,379.1788511,379.1788751,335.4,333.085,340.032,194521.7476,192425.8184,85831.03906,19,1,379.2031262,379,-0.203126182,0.796873818
CP2805,379.179117,379.1788349,379.1799547,336.787,333.085,340.032,321970.6099,320526.64,85831.03906,28,1,379.203386,379,-0.203386026,0.796613974
CP2906,379.1955609,379.19545,379.195913,350.688,346.981,355.317,634156.5915,603894.3409,178052.9063,13,1,379.219831,379,-0.219831017,0.780168983
CP2740,379.1955776,379.1954472,379.1959891,328.452,325.667,331.696,954177.5002,890460.2136,305914.25,12,1,379.2198477,379,-0.21984766,0.78015234
CP2894,379.2051715,379.2043368,379.2054376,351.151,349.762,352.078,121690.3371,121688.4843,72896.79688,72896,1,379.2294422,379,-0.229442166,0.770557834
CP2735,379.2055901,379.2050025,379.2065531,328.452,317.318,331.231,412692.3734,402153.7698,136281.6875,19,1,379.2298609,379,-0.229860857,0.770139143
CP5027,379.2098739,379.2098159,379.2099627,564.045,562.769,566.6,684617.5314,682172.4304,377116.3125,36,1,379.2341449,379,-0.234144893,0.765855107
CP6548,379.2137595,379.2131807,379.2143187,632.819,631.559,635.748,455543.716,452607.517,273263,18,1,379.2380308,379,-0.238030773,0.761969227
CP3946,379.2142376,379.2131795,379.2154013,496.227,494.429,497.576,131691.6432,131688.9458,64819.14063,64818,1,379.2385089,379,-0.238508877,0.761491123
CP3559,379.2151891,379.2143479,379.215437,472.115,471.188,473.502,106309.3053,106307.4541,63099.40625,63098,1,379.2394604,379,-0.239460448,0.760539552
CP4678,379.2154143,379.2153603,379.2154577,542.596,541.724,543.898,234079.3288,234077.5896,167441.9531,167441,1,379.2396857,379,-0.239685656,0.760314344
CP2164,379.215591,379.2153995,379.2162509,265.875,261.703,269.119,1678735.353,1585532.065,524103.0313,21,1,379.2398623,379,-0.239862312,0.760137688
CP2165,379.2155926,379.2143109,379.2166045,257.533,252.44,261.24,1505996.21,1401219.903,423466.125,17,1,379.2398639,379,-0.239863923,0.760136077
CP2269,379.215741,379.2143086,379.2160511,276.53,273.287,279.31,1217620.56,1168345.109,586112.2656,20,1,379.2400124,379,-0.240012381,0.759987619
CP8009,379.2253005,379.2242385,379.2254291,675.162,673.491,678.96,2743921.417,2680788.424,1023139.75,20,1,379.2495725,379,-0.2495725,0.7504275
CP5651,379.245935,379.2453118,379.2463022,587.885,584.489,590.89,8938824.74,8592411.79,3907923.875,40,1,379.2702083,379,-0.270208256,0.729791744
CP5649,379.2461215,379.2457728,379.247554,594.312,589.603,600.295,14836334.15,14272164.32,5190545.25,53,1,379.2703948,379,-0.270394808,0.729605192
CP5650,379.2461638,379.2453161,379.2464869,578.967,575.984,584.489,9588213.551,9135126.985,1981419.25,20,1,379.2704371,379,-0.270437119,0.729562881
CP4706,379.2481121,379.24731,379.2486243,539.123,535.152,543.465,4029030.384,3234453.2,2386826,16,1,379.2723855,379,-0.27238552,0.72761448
CP6188,379.2485194,379.2479907,379.2490645,612.576,608.355,616.81,27039019.88,25795362.85,11038794.5,39,1,379.2727928,379,-0.272792824,0.727207176
CP6487,379.3040951,379.304059,379.3041307,630.718,629.034,634.077,637721.6135,633211.0162,486565.375,25,1,379.3283721,379,-0.328372124,0.671627876
CP0037,379.7568435,379.7568185,379.7568813,62.9753,62.0773,64.3591,121691.74,119326.9199,88221.70313,17,1,379.7811495,380,0.218850495,0.218850495
CP0305,379.9137353,379.9134539,379.9146154,65.2737,62.5132,68.0467,753386.1187,748883.1023,404299.8125,87,1,379.9380514,380,0.061948647,1.061948647
CP3047,379.9213132,379.9209149,379.9215388,371.539,356.708,375.246,1082797.152,1071634.872,230659.625,37,1,379.9456297,380,0.054370291,1.054370291
CP0124,379.9463977,379.9457072,379.9468382,64.3591,62.9753,67.5839,217600.9484,215397.1186,153239.7969,28,1,379.9707158,380,0.029284202,1.029284202
CP1165,380.1713006,380.1703552,380.1714849,206.574,204.257,209.823,229425.1171,226349.959,85970.39063,20,1,380.1956331,380,-0.195633072,0.804366928
CP2882,380.1901378,380.1892744,380.1904023,349.299,347.444,350.688,87172.30819,86656.95843,49357.67188,20,1,380.2144716,380,-0.214471571,0.785528429
CP2729,380.1991775,380.1981909,380.1993115,328.915,327.522,330.767,130280.9345,130278.1531,71867.95313,71867,1,380.2235118,380,-0.223511817,0.776488183
CP2730,380.2438068,380.2437891,380.243821,328.915,326.594,330.767,185657.9328,185654.2235,72292.29688,72291,1,380.2681439,380,-0.268143931,0.731856069
CP4636,380.25144,380.2507901,380.2517966,539.123,536.476,540.86,762416.5936,753933.7424,435613.7188,36,1,380.2757776,380,-0.275777624,0.724222376
CP5973,380.2514753,380.2512262,380.2516488,612.576,609.619,615.537,4645351.88,4564159.803,1558134.25,31,1,380.2758129,380,-0.275812913,0.724187087
CP8286,380.3160766,380.3160028,380.3161328,673.491,668.912,679.819,225224659.8,224894964.4,42042852,308,1,380.3404184,380,-0.340418409,0.659581591
CP0125,380.9045547,380.904531,380.9045889,63.8987,62.5132,65.2737,189772.7849,188770.0057,115064.1563,33,1,380.9289342,381,0.071065826,1.071065826
CP3050,380.9148701,380.9145384,380.9159183,372.003,367.367,376.638,1951559.225,1877458.129,832110.8438,35,1,380.9392502,381,0.060749794,1.060749794
CP2981,380.9149979,380.9145155,380.9152888,359.023,355.317,362.731,1352823.679,1317231.273,461422.3125,24,1,380.939378,381,0.060622014,1.060622014
CP3705,380.9760387,380.9758606,380.9765024,278.384,273.752,283.018,8567968.143,5050557.36,2592394,21,1,381.0004227,381,-0.000422732,0.999577268
CP3178,381.0796295,381.0786917,381.079819,401.672,399.817,403.524,123652.0803,123649.3001,75421.46875,75420,1,381.1040202,381,-0.104020151,0.895979849
CP4584,381.1191804,381.1187799,381.1195046,534.28,531.15,538.688,2152106.439,2065795.302,1115258,29,1,381.1435736,381,-0.143573558,0.856426442
CP4415,381.1367406,381.1367362,381.1367431,523.067,522.169,524.402,105957.5823,105955.7959,95633.57813,95633,1,381.1611349,381,-0.161134915,0.838865085
CP1042,381.1586113,381.1579093,381.1592226,194.056,188.951,198.697,2879469.347,2728806.805,955626.5,33,1,381.183007,381,-0.183007021,0.816992979
CP7942,381.1734215,381.172465,381.1736328,672.242,667.245,676.838,17405614.76,17237344.61,4364991,46,1,381.1978182,381,-0.197818188,0.802181812
CP2559,381.1737254,381.1732919,381.1741476,302.028,297.389,305.274,1147741.631,942586.521,457763.9375,18,1,381.198122,381,-0.198122033,0.801877967
CP2216,381.1913242,381.1911876,381.1914978,250.126,245.958,257.996,1757465.988,1288028.236,322329.9063,10,1,381.215722,381,-0.215721985,0.784278015
CP3021,381.191364,381.191234,381.1916871,365.049,360.413,368.294,1114401.026,1107306.051,357475.3438,66,1,381.2157618,381,-0.215761779,0.784238221
CP6514,381.2038199,381.203475,381.204288,630.718,627.353,632.399,3024928.721,3020509.9,1307465,101,1,381.2282185,381,-0.228218524,0.771781476
CP4367,381.2272197,381.226953,381.2283088,514.081,512.355,518.15,2384657.99,1989425.294,870362.25,13,1,381.2516198,381,-0.25161978,0.74838022
CP7522,381.2309273,381.2304511,381.2315349,596.023,591.745,599.87,40808320.06,38669691.77,13868841,25,1,381.2553276,381,-0.255327596,0.744672404
CP7597,381.2461451,381.2461377,381.2461553,662.665,661.419,663.915,717198.9435,717196.8635,453472.9688,453472,1,381.2705465,381,-0.270546453,0.729453547
CP6083,381.2640403,381.263918,381.2645463,579.817,575.128,583.656,104563785.8,102956821.6,45091664,267,1,381.2884427,381,-0.288442746,0.711557254
CP6085,381.2640605,381.2639544,381.2644011,569.585,564.472,574.7,106750754.6,104838748.9,37955496,224,1,381.288463,381,-0.288463003,0.711536997
